host_response_time,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month,district,neighbourhood,has_wifi,has_essentials,has_kitchen,has_heating,has_washer,has_hangers,has_tv,has_hair_dryer,has_iron,has_shampoo,has_laptop_friendly_workspace,has_air_conditioning,has_hot_water,has_elevator,has_refrigerator,has_dishes_and_silverware,has_microwave,has_bed_linens,has_no_stairs_or_steps_to_enter,has_coffee_maker,has_cooking_basics,has_family/kid_friendly,has_long_term_stays_allowed,has_first_aid_kit,has_oven,has_stove,has_license,activity_months,income_med_occupation,price_med_occupation_per_accommodate
within an hour,37.39536,-5.98575,Apartment,Entire home/apt,3,2.0,2,36.9,0.0,18.0,1,0.0,2.1,1125.0,264,66,2015-07-23,2019-09-11,90.0,10.0,9.0,10.0,10.0,10.0,9.0,1,moderate,5.17,Casco Antiguo,SAN JULIAN,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,49.64372985071562,128.7,64.35
within an hour,37.40336,-5.98336,Apartment,Entire home/apt,2,1.0,1,33.3,0.0,9.0,1,0.0,1.9,30.0,181,30,2014-04-08,2019-09-11,92.0,10.0,10.0,10.0,10.0,9.0,9.0,0,moderate,2.71,Macarena,"LEON XIII, LOS NARANJOS",1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,65.11838025421467,108.9,108.9
within an hour,37.3964,-5.99346,Apartment,Private room,1,1.0,1,27.0,0.0,0.0,1,0.0,1.0,30.0,88,16,2014-05-08,2019-06-06,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,1.34,Casco Antiguo,FERIA,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60.94580997556418,81.0,81.0
within an hour,37.38689,-5.97239,Apartment,Private room,2,2.0,1,23.4,0.0,0.0,1,9.0,1.0,365.0,346,77,2014-10-28,2019-09-26,93.0,10.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,5.77,Nervion,LA BUHAIRA,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,58.94166204644859,70.2,70.2
within an hour,37.40039,-5.98381,Apartment,Entire home/apt,4,1.5,1,55.8,135.0,0.0,2,6.3,3.2,60.0,34,11,2014-04-15,2019-09-26,93.0,9.0,9.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,0.51,Macarena,"CRUZ ROJA, CAPUCHINOS",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,65.38121932688556,167.4,83.7
within an hour,37.39067,-5.98909,Apartment,Entire home/apt,2,1.0,1,46.8,135.0,13.5,2,0.0,2.0,1125.0,376,52,2014-04-14,2019-09-09,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,5.65,Casco Antiguo,ALFALFA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,64.85554118154377,153.9,153.9
within an hour,37.393390000000004,-5.98944,Apartment,Entire home/apt,6,1.0,2,85.5,180.0,13.5,1,0.0,2.2,1125.0,297,41,2014-04-07,2019-09-08,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,4.45,Casco Antiguo,"ENCARNACION, REGINA",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,65.05267048604694,270.0,90.0
within an hour,37.384409999999995,-5.99054,Apartment,Entire home/apt,4,1.0,1,36.0,90.0,0.0,1,13.5,1.3,1125.0,213,97,2017-02-20,2019-09-26,97.0,10.0,10.0,9.0,10.0,10.0,10.0,0,strict_14_with_grace_period,6.71,Casco Antiguo,SANTA CRUZ,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,31.146430111501264,148.5,74.25
within an hour,37.39258,-5.99181,Apartment,Entire home/apt,6,2.0,3,89.1,135.0,22.5,5,13.5,3.0,90.0,38,2,2014-05-27,2019-05-06,81.0,9.0,9.0,10.0,9.0,10.0,8.0,1,moderate,0.58,Casco Antiguo,ALFALFA,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,59.303065771371074,289.8,96.6
within an hour,37.39932,-5.98545,Condominium,Entire home/apt,3,1.0,1,63.0,90.0,0.0,2,18.0,3.0,365.0,155,37,2014-05-26,2019-09-20,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,2.38,Casco Antiguo,SAN JULIAN,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,63.837039774944046,189.0,94.5
within an hour,37.39914,-6.00045,Apartment,Private room,2,1.0,1,36.0,135.0,0.0,1,0.0,2.0,30.0,415,71,2014-04-09,2019-09-01,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,6.22,Casco Antiguo,SAN LORENZO,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,64.75697652929219,108.0,108.0
within a few hours,37.40218,-5.9943599999999995,Apartment,Entire home/apt,3,1.0,1,34.2,90.0,36.0,2,27.0,3.0,1125.0,18,10,2015-04-06,2019-05-26,82.0,9.0,8.0,10.0,9.0,9.0,8.0,0,moderate,0.33,Casco Antiguo,SAN GIL,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49.64372985071562,138.6,69.3
within a few hours,37.38045,-6.0048699999999995,Apartment,Entire home/apt,6,2.0,3,75.6,135.0,40.5,4,18.9,2.0,360.0,50,6,2014-05-26,2019-06-08,89.0,9.0,9.0,9.0,9.0,9.0,9.0,0,strict_14_with_grace_period,0.77,Triana,TRIANA ESTE,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,60.42013183022239,267.3,89.1
within an hour,37.383959999999995,-6.00319,Apartment,Entire home/apt,3,1.0,1,49.5,0.0,18.0,2,9.0,2.0,31.0,185,16,2014-05-05,2019-09-20,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1,flexible,2.81,Triana,TRIANA CASCO ANTIGUO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,64.52699234070515,166.5,83.25
within a few hours,37.38681,-5.95866,Loft,Entire home/apt,3,1.0,2,36.0,0.0,0.0,2,9.0,2.0,15.0,116,22,2014-04-05,2019-09-16,90.0,10.0,10.0,10.0,10.0,8.0,9.0,0,moderate,1.74,Cerro - Amate,LOS PAJAROS,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,65.38121932688556,108.0,54.0
within a few hours,37.40088,-5.99775,Apartment,Entire home/apt,2,1.0,0,33.3,0.0,0.0,1,0.0,2.0,1125.0,257,35,2014-04-22,2019-09-10,88.0,10.0,8.0,9.0,9.0,9.0,9.0,0,moderate,3.88,Casco Antiguo,SAN LORENZO,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,64.62555699295673,99.9,99.9
within an hour,37.400940000000006,-5.97267,Apartment,Private room,2,1.0,1,27.0,0.0,0.0,1,0.0,1.0,1125.0,95,46,2014-04-19,2019-09-27,87.0,9.0,9.0,10.0,10.0,8.0,8.0,1,flexible,1.43,San Pablo - Santa Justa,ARBOL GORDO,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65.28265467463397,81.0,81.0
within an hour,37.38912,-5.98602,Apartment,Entire home/apt,4,1.0,1,54.0,81.9,18.0,3,4.5,2.0,1125.0,273,47,2014-04-20,2019-09-15,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0,flexible,4.12,Casco Antiguo,SAN BARTOLOME,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,64.85554118154377,180.0,90.0
within an hour,37.3985,-5.98844,Apartment,Private room,2,1.0,1,32.4,0.0,0.0,1,12.6,2.0,30.0,89,29,2014-05-06,2019-09-23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,1.35,Casco Antiguo,FERIA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,64.59270210887287,97.2,97.2
within an hour,37.38507,-5.99239,Apartment,Entire home/apt,6,3.0,3,135.0,112.5,27.0,4,9.0,2.9,110.0,155,31,2014-04-29,2019-09-22,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,2.35,Casco Antiguo,SANTA CRUZ,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,64.78983141337605,432.0,144.0
within an hour,37.38665,-5.99276,Apartment,Entire home/apt,4,1.0,1,58.5,0.0,22.5,2,19.8,2.0,1123.0,293,48,2014-04-28,2019-09-18,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,4.43,Casco Antiguo,SANTA CRUZ,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,64.69126676112445,198.0,99.0
within an hour,37.38795,-6.0099800000000005,Apartment,Entire home/apt,5,1.0,1,45.0,0.0,0.0,2,6.3,2.0,1125.0,220,51,2014-05-20,2019-09-21,93.0,10.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,3.37,Triana,TRIANA OESTE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,64.06702396353108,153.9,51.3
within an hour,37.38178,-6.002730000000001,Condominium,Entire home/apt,4,1.0,2,44.1,0.0,22.5,3,0.0,2.0,1125.0,113,38,2014-04-21,2019-09-16,86.0,10.0,9.0,10.0,10.0,10.0,9.0,1,moderate,1.7,Triana,TRIANA ESTE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,64.85554118154377,154.8,77.4
within a day,37.39,-5.98595,Apartment,Private room,2,1.5,1,27.9,0.0,4.5,1,10.8,2.0,69.0,63,10,2014-04-21,2019-07-23,81.0,8.0,7.0,9.0,9.0,10.0,8.0,0,moderate,0.95,Casco Antiguo,SAN BARTOLOME,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.04852255693135,88.2,88.2
within a few hours,37.38777,-5.9857,Apartment,Entire home/apt,2,1.0,1,31.5,0.0,0.0,1,0.0,2.0,1125.0,235,78,2014-04-21,2019-09-27,86.0,10.0,10.0,10.0,10.0,10.0,9.0,0,moderate,3.54,Casco Antiguo,SAN BARTOLOME,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,65.21694490646625,94.5,94.5
within an hour,37.42033,-5.92537,Apartment,Private room,2,1.0,1,36.0,0.0,4.5,2,13.5,1.0,1125.0,69,26,2014-04-19,2019-09-24,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,1.04,Macarena - Norte,VALDEZORRAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65.18409002238239,112.5,112.5
within an hour,37.38746,-5.990819999999999,Apartment,Entire home/apt,6,2.5,2,85.5,0.0,49.5,2,18.0,1.9,30.0,339,57,2014-04-20,2019-09-21,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,5.11,Casco Antiguo,SANTA CRUZ,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,65.05267048604694,360.0,120.0
within a day,37.3891,-5.98665,Apartment,Private room,2,1.5,1,19.8,0.0,4.5,1,13.5,3.0,1125.0,53,13,2014-05-20,2019-07-01,91.0,9.0,8.0,10.0,10.0,10.0,9.0,0,moderate,0.81,Casco Antiguo,SAN BARTOLOME,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61.372923468654385,63.9,63.9
within a day,37.37632,-5.97634,Apartment,Private room,1,1.0,1,22.5,135.0,54.0,1,0.0,1.0,1125.0,23,3,2014-04-19,2019-06-16,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,0.35,Sur,GIRALDA SUR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,61.89860161399618,121.5,121.5
within a few hours,37.40034,-5.99196,Apartment,Entire home/apt,2,1.0,0,58.5,0.0,18.0,2,9.0,2.0,1125.0,60,12,2014-04-21,2019-09-22,87.0,9.0,9.0,10.0,9.0,10.0,8.0,0,strict_14_with_grace_period,0.9,Casco Antiguo,SAN GIL,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,65.05267048604694,193.5,193.5
a few days or more,37.3977,-5.99224,House,Private room,1,2.0,1,31.5,0.0,9.0,1,0.0,2.3,99.0,8,1,2014-05-31,2019-06-10,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1,flexible,0.12,Casco Antiguo,FERIA,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,60.3215671779708,103.5,103.5
within an hour,37.39131,-5.9993,Loft,Entire home/apt,5,1.0,2,67.5,0.0,27.0,2,18.0,1.0,1125.0,398,101,2014-04-22,2019-09-24,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,6.01,Casco Antiguo,MUSEO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,65.08552537013081,283.5,94.5
within an hour,37.389359999999996,-5.99895,Apartment,Entire home/apt,4,1.0,1,45.0,270.0,27.0,2,13.5,1.0,1125.0,114,31,2014-09-13,2019-08-23,93.0,9.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,1.85,Casco Antiguo,MUSEO,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,59.303065771371074,162.0,81.0
within an hour,37.399570000000004,-5.99327,Apartment,Entire home/apt,4,1.0,1,45.0,0.0,0.0,2,9.0,2.0,1125.0,16,0,2015-09-29,2018-09-18,89.0,9.0,9.0,10.0,9.0,10.0,9.0,1,flexible,0.33,Casco Antiguo,FERIA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,35.64754923099037,135.0,67.5
within an hour,37.39915,-5.98894,Apartment,Private room,2,1.0,1,35.1,153.0,17.1,1,9.9,1.3,5.0,38,23,2018-02-26,2019-09-02,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,moderate,1.96,Casco Antiguo,FERIA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,18.168750898375738,122.4,122.4
within an hour,37.37186,-5.9821,Apartment,Entire home/apt,4,1.0,2,54.0,0.0,0.0,2,9.0,4.0,1125.0,100,26,2015-04-20,2019-09-17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,1.85,Sur,EL PORVENIR,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,52.92921825910183,162.0,81.0
within an hour,37.395,-5.9866,Loft,Entire home/apt,4,1.0,2,55.8,108.0,0.0,2,13.5,2.0,140.0,366,55,2014-05-05,2019-09-10,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,5.56,Casco Antiguo,SAN JULIAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,64.19844349986653,167.4,83.7
within an hour,37.407779999999995,-5.97152,Apartment,Entire home/apt,4,1.0,2,54.0,0.0,18.0,1,0.0,2.0,1125.0,104,20,2014-05-05,2019-09-07,90.0,10.0,10.0,9.0,10.0,9.0,9.0,1,strict_14_with_grace_period,1.58,Macarena,PINO FLORES,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,64.09987884761495,180.0,90.0
within an hour,37.35413,-5.97708,Apartment,Private room,2,1.5,1,20.7,135.0,27.0,1,31.5,1.0,1125.0,25,13,2014-10-31,2019-06-10,99.0,10.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,0.42,Palmera - Bellavista,"PEDRO SALVADOR, LAS PALMERITAS",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,55.2947699131399,89.1,89.1
within an hour,37.35354,-5.979030000000001,Apartment,Private room,2,1.5,1,54.0,135.0,54.0,1,36.0,1.0,1125.0,4,1,2015-12-20,2019-05-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0.09,Palmera - Bellavista,HELIOPOLIS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,41.1671697570792,216.0,216.0
within an hour,37.353590000000004,-5.9774,Apartment,Private room,1,1.5,1,21.6,135.0,54.0,1,0.0,1.0,1125.0,27,10,2015-01-15,2019-07-21,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,strict_14_with_grace_period,0.47,Palmera - Bellavista,"PEDRO SALVADOR, LAS PALMERITAS",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,54.14484897020473,118.8,118.8
within an hour,37.40568,-5.97826,Apartment,Entire home/apt,3,1.0,2,38.7,90.0,13.5,1,0.0,3.0,14.0,283,44,2014-05-16,2019-08-14,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,4.32,Macarena,PIO XII,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,62.94995790467977,129.6,64.8
within an hour,37.37146,-6.00169,Apartment,Entire home/apt,8,2.0,4,99.0,0.0,45.0,5,18.0,4.0,1125.0,75,25,2016-09-10,2019-08-19,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,2.02,Los Remedios,LOS REMEDIOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,35.25329062198402,342.0,85.5
within a few hours,37.39594,-5.9997300000000005,Apartment,Entire home/apt,3,1.0,1,45.0,135.0,27.0,2,13.5,2.2,1125.0,229,44,2014-06-30,2019-09-22,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,3.58,Casco Antiguo,SAN VICENTE,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,62.75282860017659,162.0,81.0
within an hour,37.39978,-5.99252,Apartment,Entire home/apt,4,1.0,1,35.1,0.0,27.0,2,9.0,2.0,1125.0,51,13,2015-04-15,2019-09-30,73.0,8.0,6.0,9.0,9.0,9.0,7.0,0,moderate,0.94,Casco Antiguo,FERIA,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,53.520606172611345,132.3,66.15
-unk-,37.413940000000004,-5.9858199999999995,House,Private room,4,1.0,2,22.5,0.0,0.0,1,18.0,2.0,30.0,38,6,2015-09-11,2019-02-27,82.0,8.0,9.0,9.0,9.0,8.0,9.0,1,moderate,0.77,Macarena - Norte,LA BACHILLERA,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,41.56142836608554,121.5,60.75
within an hour,37.40035,-5.9887,Apartment,Entire home/apt,2,1.0,1,81.0,0.0,18.0,2,18.0,2.0,7.0,58,15,2015-04-25,2019-09-21,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1.07,Casco Antiguo,SAN GIL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,52.89636337501797,261.0,261.0
-unk-,37.37618,-6.00056,Apartment,Entire home/apt,6,1.0,3,40.5,90.0,22.5,2,9.0,2.0,1125.0,65,16,2017-02-13,2019-06-26,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,2.03,Los Remedios,LOS REMEDIOS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,28.353764964372985,171.0,57.0
within an hour,37.38635,-5.98568,Apartment,Entire home/apt,2,1.0,1,45.0,135.0,13.5,1,0.0,2.0,1125.0,288,51,2014-12-08,2019-09-25,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,4.91,Casco Antiguo,SAN BARTOLOME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,57.561756914926384,148.5,148.5
within an hour,37.38705,-5.9741800000000005,Apartment,Private room,2,2.0,1,23.4,0.0,0.0,1,9.0,1.0,365.0,268,63,2014-10-24,2019-09-30,93.0,10.0,10.0,9.0,10.0,9.0,9.0,1,strict_14_with_grace_period,4.46,Nervion,LA BUHAIRA,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,59.20450111911949,70.2,70.2
within an hour,37.38715,-5.99549,Apartment,Entire home/apt,4,2.0,2,185.4,180.0,43.2,4,0.0,2.2,1125.0,11,2,2016-09-24,2019-08-01,96.0,10.0,10.0,10.0,9.0,10.0,9.0,1,moderate,0.3,Casco Antiguo,ARENAL,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,34.201934331300436,599.4,299.7
within an hour,37.38707,-5.97516,Apartment,Private room,2,2.0,1,24.3,0.0,0.0,1,9.0,1.0,365.0,391,88,2014-07-13,2019-09-23,92.0,9.0,9.0,9.0,9.0,9.0,9.0,1,strict_14_with_grace_period,6.15,Nervion,HUERTA DEL PILAR,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,62.35856999117025,72.9,72.9
-unk-,37.41512,-5.96404,Apartment,Private room,2,1.0,2,19.8,0.0,13.5,1,19.8,2.0,1125.0,35,15,2016-04-17,2019-05-26,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0.83,Macarena - Norte,LAS ALMENAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,37.25743855109961,72.9,72.9
within an hour,37.390159999999995,-5.99916,Apartment,Entire home/apt,7,2.0,3,225.0,180.0,54.9,7,0.0,2.2,1125.0,26,6,2014-09-10,2019-09-15,93.0,10.0,10.0,9.0,9.0,10.0,9.0,1,moderate,0.42,Casco Antiguo,MUSEO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,60.15729275755149,729.9,182.47
within an hour,37.38667,-5.99442,Apartment,Entire home/apt,6,1.0,2,191.7,180.0,43.2,6,0.0,2.2,1125.0,14,0,2015-02-06,2018-05-28,89.0,9.0,9.0,9.0,9.0,10.0,9.0,1,moderate,0.25,Casco Antiguo,ARENAL,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,39.65584508922154,618.3,206.1
within an hour,37.3995,-5.9911900000000005,Apartment,Private room,3,1.0,1,37.8,0.0,13.5,2,13.5,1.0,20.0,162,80,2014-07-16,2019-09-27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,2.55,Casco Antiguo,FERIA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,62.39142487525411,126.9,63.45
within an hour,37.397079999999995,-5.98603,Apartment,Entire home/apt,4,1.5,1,54.0,180.0,27.0,2,18.0,2.0,1125.0,59,44,2017-04-15,2019-09-20,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,strict_14_with_grace_period,1.97,Casco Antiguo,SAN JULIAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,29.17513706646954,189.0,94.5
within an hour,37.395790000000005,-5.99559,Apartment,Entire home/apt,3,1.0,1,31.5,0.0,21.6,2,13.5,1.0,10.0,224,69,2015-04-05,2019-08-29,91.0,10.0,10.0,9.0,10.0,10.0,10.0,0,moderate,4.1,Casco Antiguo,SAN VICENTE,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,52.79779872276638,116.1,58.05
within an hour,37.39676,-5.99415,Apartment,Private room,2,2.0,1,31.5,0.0,0.0,1,4.5,1.0,1125.0,224,49,2014-08-23,2019-09-11,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,flexible,3.6,Casco Antiguo,FERIA,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,60.61726113472556,94.5,94.5
within an hour,37.38892,-5.9978,Apartment,Entire home/apt,4,2.0,2,166.5,0.0,18.0,4,0.0,2.7,365.0,29,3,2014-06-28,2019-04-19,82.0,8.0,9.0,9.0,9.0,10.0,9.0,1,strict_14_with_grace_period,0.45,Casco Antiguo,ARENAL,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,57.693176451261834,517.5,258.75
within an hour,37.388729999999995,-5.986280000000001,Apartment,Entire home/apt,6,2.0,2,135.0,0.0,0.0,4,18.0,4.0,448.3,74,29,2014-07-10,2019-09-26,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,1.16,Casco Antiguo,SAN BARTOLOME,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,62.55569929567342,405.0,135.0
within a few hours,37.40209,-5.99142,Apartment,Entire home/apt,4,1.0,1,45.0,0.0,0.0,2,13.5,3.0,1125.0,52,22,2015-03-23,2019-09-25,92.0,10.0,9.0,10.0,9.0,9.0,9.0,0,moderate,0.94,Casco Antiguo,SAN GIL,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,54.111994086120866,135.0,67.5
within an hour,37.40809,-5.99284,Apartment,Entire home/apt,2,1.0,1,45.0,90.0,0.0,1,0.0,2.0,90.0,314,61,2014-08-16,2019-09-13,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,5.03,Macarena,"DOCTOR BARRAQUER, G. RENFE, POLICLINICO",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,60.91295509148032,135.0,135.0
within a few hours,37.391220000000004,-5.98565,Apartment,Entire home/apt,3,1.0,1,45.0,0.0,0.0,2,9.0,2.0,1125.0,209,58,2014-11-09,2019-09-16,93.0,10.0,10.0,9.0,10.0,10.0,9.0,0,moderate,3.51,Casco Antiguo,SANTA CATALINA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,58.21885459660363,135.0,67.5
