host_response_time,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month,district,neighbourhood,has_wifi,has_essentials,has_kitchen,has_heating,has_washer,has_hangers,has_tv,has_hair_dryer,has_iron,has_shampoo,has_laptop_friendly_workspace,has_air_conditioning,has_hot_water,has_elevator,has_refrigerator,has_dishes_and_silverware,has_microwave,has_bed_linens,has_no_stairs_or_steps_to_enter,has_coffee_maker,has_cooking_basics,has_family/kid_friendly,has_long_term_stays_allowed,has_first_aid_kit,has_oven,has_stove,has_license,activity_months,income_med_occupation,price_med_occupation_per_accommodate
within an hour,40.4235,-3.69581,Apartment,Entire home/apt,2,1.0,0.0,40.5,85.5,18.0,1,0.0,3.0,1125.0,109,33,2015-11-22,2019-09-05,88.0,9.0,9.0,10.0,10.0,10.0,9.0,1,moderate,2.34,Centro,Justicia,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,45.43830468798127,167.85,167.85
within an hour,40.41413,-3.70674,Condominium,Entire home/apt,4,1.0,2.0,57.6,90.0,27.0,2,13.5,1.2,1125.0,286,86,2015-11-23,2019-09-09,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,flexible,6.14,Centro,Sol,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,45.53686934023286,240.12,120.06
within an hour,40.42588,-3.7149300000000003,Apartment,Entire home/apt,4,1.0,1.0,52.2,180.0,45.0,2,13.5,7.0,90.0,5,3,2018-06-23,2019-07-19,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0.33,Moncloa,Arguelles,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,12.846259676790078,238.14,119.07
within an hour,40.41683,-3.7096199999999997,Apartment,Entire home/apt,2,1.0,0.0,67.5,0.0,27.0,1,0.0,2.0,1125.0,153,39,2015-11-22,2019-09-01,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,3.28,Centro,Palacio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,45.30688515164582,276.75,276.75
within a day,40.44305,-3.5780800000000004,Apartment,Private room,1,1.5,1.0,63.0,0.0,0.0,2,18.0,1.0,1125.0,21,1,2015-12-12,2018-10-08,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible,0.46,San Blas,Rejas,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.873385490461814,233.1,233.1
within a day,40.41603,-3.67521,Apartment,Private room,1,1.5,2.0,27.0,0.0,0.0,1,18.0,3.0,30.0,68,18,2015-12-05,2019-09-09,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0,moderate,1.47,Retiro,Ibiza,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.14261073122651,99.9,99.9
within an hour,40.42297,-3.7019699999999998,Apartment,Entire home/apt,8,3.0,4.0,180.0,180.0,54.0,7,18.0,2.4,1125.0,233,82,2015-12-07,2019-09-07,96.0,10.0,10.0,10.0,9.0,10.0,10.0,1,strict_14_with_grace_period,5.05,Centro,Universidad,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,45.01119119489107,720.0,180.0
within an hour,40.42099,-3.707,Apartment,Private room,2,1.0,1.0,33.3,0.0,5.4,1,12.6,1.0,30.0,547,128,2015-11-17,2019-09-05,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,11.7,Centro,Palacio,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,45.60257910840058,128.61,128.61
within an hour,40.41298,-3.70016,Apartment,Entire home/apt,2,1.0,1.0,54.0,0.0,36.0,2,9.0,29.3,1125.0,11,1,2015-12-02,2018-12-14,91.0,10.0,9.0,10.0,9.0,10.0,9.0,1,moderate,0.24,Centro,Cortes,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,36.4032115649192,235.8,235.8
-unk-,40.38994,-3.6933599999999998,Apartment,Entire home/apt,4,1.0,1.0,67.5,180.0,0.0,2,13.5,4.0,1125.0,18,0,2015-11-23,2018-05-29,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0.39,Arganzuela,Legazpi,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30.1607835889854,249.75,124.88
within a day,40.42038,-3.7547699999999997,Apartment,Private room,2,1.0,1.0,22.5,0.0,18.0,1,9.0,2.0,1125.0,34,1,2016-02-28,2018-10-16,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0.78,Moncloa,Casa de Campo,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.57354360459147,101.25,101.25
within an hour,40.40809,-3.7050699999999996,Apartment,Entire home/apt,6,2.0,2.0,89.1,135.0,45.0,2,13.5,2.0,1125.0,148,38,2015-12-01,2019-08-30,95.0,10.0,10.0,9.0,9.0,9.0,9.0,1,moderate,3.2,Centro,Embajadores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,44.94548142672334,424.62,141.54
within an hour,40.45697,-3.69501,Apartment,Private room,1,1.0,1.0,19.8,0.0,0.0,1,0.0,5.0,1125.0,47,14,2015-11-22,2019-09-15,98.0,10.0,10.0,10.0,10.0,9.0,9.0,1,flexible,1.01,Tetuan,Castillejos,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,45.766853528819894,73.26,73.26
-unk-,40.34342,-3.70574,Apartment,Private room,1,1.0,1.0,13.5,0.0,3.6,1,0.0,1.0,1125.0,14,3,2015-11-22,2018-11-22,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,0.3,Villaverde,San Andres,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.008952955912854,53.55,53.55
within an hour,40.40553,-3.7023800000000002,Apartment,Entire home/apt,3,1.0,1.0,49.5,135.0,13.5,1,13.5,3.0,1125.0,167,34,2015-11-25,2019-09-01,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,3.59,Centro,Embajadores,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,45.20832049939424,246.6,123.3
within an hour,40.410470000000004,-3.7116800000000003,Apartment,Entire home/apt,4,1.0,1.0,77.4,225.0,36.0,2,13.5,3.9,60.0,141,21,2015-12-09,2019-09-04,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,moderate,3.06,Centro,Palacio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,44.84691677447176,322.38,161.19
within an hour,40.407070000000004,-3.6921699999999995,Apartment,Entire home/apt,3,1.0,1.0,49.5,135.0,19.8,2,16.2,1.6,1125.0,341,85,2015-11-22,2019-09-15,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,7.32,Arganzuela,Atocha,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,45.766853528819894,202.95,101.47
within an hour,40.40756,-3.69215,Apartment,Entire home/apt,3,1.0,1.0,49.5,135.0,19.8,2,16.2,1.3,1125.0,376,109,2015-11-20,2019-09-12,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,8.06,Arganzuela,Atocha,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,45.73399864473603,202.95,101.47
within a day,40.4793,-3.72223,Apartment,Private room,1,2.0,1.0,15.3,0.0,0.0,1,0.0,30.0,1125.0,2,1,2018-01-14,2019-07-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0.1,Fuencarral,Penagrande,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.49729973921436,56.61,56.61
-unk-,40.40143,-3.7101599999999997,Apartment,Entire home/apt,4,1.0,2.0,90.0,180.0,18.0,1,0.0,3.0,1125.0,10,0,2015-12-08,2018-05-01,98.0,10.0,10.0,9.0,10.0,10.0,10.0,0,moderate,0.22,Arganzuela,Acacias,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,28.74802357337933,351.0,175.5
within a few hours,40.46001,-3.7040300000000004,Loft,Entire home/apt,2,1.0,1.0,48.6,90.0,9.0,1,9.9,2.0,1125.0,44,11,2016-09-20,2019-07-01,94.0,10.0,10.0,10.0,10.0,8.0,10.0,0,moderate,1.21,Tetuan,Berruguete,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,33.31485246103616,188.82,188.82
within an hour,40.4127,-3.71045,Apartment,Entire home/apt,4,1.0,1.0,58.5,90.0,27.0,2,18.0,1.6,1125.0,123,35,2015-11-23,2019-09-16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,2.64,Centro,Palacio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,45.766853528819894,243.45,121.72
within an hour,40.41709,-3.69985,Apartment,Private room,4,1.5,1.0,33.3,0.0,6.3,2,13.5,1.0,1125.0,327,113,2016-01-05,2019-09-16,93.0,10.0,9.0,10.0,9.0,10.0,9.0,1,moderate,7.25,Centro,Cortes,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,44.354093513213826,129.51,64.75
within an hour,40.41711,-3.69984,Apartment,Private room,4,1.5,1.0,33.3,0.0,4.5,2,18.0,1.0,1125.0,321,109,2015-12-07,2019-09-02,92.0,9.0,9.0,10.0,9.0,10.0,9.0,1,moderate,6.96,Centro,Cortes,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,44.84691677447176,127.71,63.85
within an hour,40.38969,-3.65392,Apartment,Entire home/apt,4,1.0,1.0,49.5,180.0,40.5,1,0.0,2.0,1125.0,138,21,2015-11-22,2019-07-07,76.0,9.0,8.0,9.0,9.0,9.0,8.0,1,strict_14_with_grace_period,2.96,Puente de Vallecas,Palomeras Bajas,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,43.467011642949544,223.65,111.83
within an hour,40.42456,-3.70476,Apartment,Entire home/apt,7,2.0,3.0,171.0,180.0,45.0,3,22.5,2.0,1125.0,119,17,2015-12-20,2019-09-08,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,2.61,Centro,Universidad,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,44.61693258588472,760.95,190.24
-unk-,40.4095,-3.70235,Apartment,Entire home/apt,3,1.0,1.0,58.5,450.0,18.0,2,13.5,2.0,90.0,19,0,2017-02-27,2018-07-01,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,moderate,0.61,Centro,Embajadores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,16.066038317008562,234.45,117.22
within a few hours,40.447179999999996,-3.68456,Condominium,Entire home/apt,2,1.0,1.0,88.2,360.0,31.5,1,0.0,5.0,31.0,34,8,2015-12-17,2019-06-05,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0.74,Chamartin,El Viso,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,41.59428325016941,357.84,357.84
within an hour,40.421929999999996,-3.7029099999999997,Apartment,Entire home/apt,3,1.0,1.0,61.2,180.0,18.0,2,40.5,2.7,1125.0,82,38,2015-12-21,2019-09-15,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1.8,Centro,Universidad,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,44.81406189038789,244.44,122.22
within an hour,40.445190000000004,-3.6751400000000003,Loft,Entire home/apt,4,1.0,1.0,72.0,0.0,18.0,1,0.0,2.0,1125.0,59,9,2015-12-02,2019-07-05,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,1.28,Chamartin,Ciudad Jardin,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,43.0727530339432,284.4,142.2
within an hour,40.42457,-3.71306,Apartment,Private room,1,1.0,1.0,27.0,80.1,9.0,1,0.0,1.0,7.0,20,19,2015-11-22,2019-09-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0.43,Moncloa,Arguelles,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,45.47115957206513,108.9,108.9
a few days or more,40.45078,-3.6878800000000003,House,Private room,2,2.0,1.0,63.0,0.0,0.0,1,0.0,30.0,365.0,18,0,2016-01-24,2017-06-26,97.0,9.0,9.0,10.0,10.0,10.0,10.0,1,flexible,0.4,Chamartin,El Viso,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.051684839524427,233.1,233.1
within a few hours,40.412209999999995,-3.7054699999999996,Apartment,Entire home/apt,4,1.0,1.0,90.0,585.0,31.5,2,13.5,4.0,1125.0,22,6,2015-11-29,2019-08-24,89.0,9.0,9.0,9.0,9.0,9.0,9.0,0,moderate,0.47,Centro,Embajadores,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,44.81406189038789,364.5,182.25
within an hour,40.4118,-3.7039400000000002,Apartment,Entire home/apt,4,1.0,1.0,67.5,180.0,31.5,2,13.5,3.0,1125.0,79,24,2015-12-08,2019-09-07,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,1.71,Centro,Embajadores,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,44.9783363108072,281.25,140.62
within an hour,40.43162,-3.6570099999999996,Apartment,Entire home/apt,3,1.0,2.0,43.2,0.0,18.0,2,17.1,1.0,1125.0,202,52,2016-03-25,2019-09-14,92.0,9.0,9.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,4.76,Ciudad Lineal,Ventas,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,41.65999301833713,177.84,88.92
within an hour,40.42288,-3.7067099999999997,House,Private room,2,1.0,1.0,35.1,0.0,7.2,2,13.5,1.0,1125.0,368,114,2015-11-23,2019-09-14,91.0,10.0,9.0,10.0,10.0,10.0,9.0,1,moderate,7.9,Centro,Universidad,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.70114376065217,137.07,137.07
within an hour,40.411640000000006,-3.7020199999999996,Apartment,Private room,2,1.0,1.0,27.0,0.0,0.0,1,10.8,1.0,30.0,278,65,2015-12-07,2019-09-15,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,6.03,Centro,Embajadores,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,45.27403026756196,99.9,99.9
within an hour,40.38562,-3.7385699999999997,Apartment,Private room,3,1.0,1.0,22.5,0.0,10.8,1,10.8,1.0,1125.0,255,58,2015-12-06,2019-07-28,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,5.53,Carabanchel,Vista Alegre,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,43.69699583153658,134.01,67.0
within an hour,40.42365,-3.69815,Apartment,Private room,1,2.0,1.0,34.2,90.0,9.0,1,9.0,2.0,1125.0,158,38,2015-11-29,2019-08-04,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,3.41,Centro,Justicia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,44.156964208710654,135.54,135.54
within an hour,40.42485,-3.6983900000000003,Apartment,Private room,1,2.0,1.0,31.5,90.0,13.5,1,18.0,2.0,1125.0,27,10,2015-12-20,2019-06-08,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0.59,Centro,Justicia,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,41.59428325016941,130.05,130.05
within an hour,40.41111,-3.6982800000000005,Apartment,Entire home/apt,3,1.0,2.0,40.5,0.0,9.0,1,9.0,2.0,1125.0,91,14,2015-12-19,2019-09-01,82.0,9.0,8.0,9.0,9.0,10.0,8.0,1,moderate,1.99,Centro,Embajadores,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44.41980328138155,192.15,96.08
within an hour,40.408429999999996,-3.6986,Apartment,Entire home/apt,4,1.5,1.0,64.8,117.0,22.5,2,9.0,4.0,40.0,113,34,2015-12-10,2019-09-16,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,moderate,2.46,Centro,Embajadores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,45.20832049939424,262.26,131.13
within an hour,40.41429,-3.6983099999999998,Apartment,Entire home/apt,3,1.0,1.0,72.0,90.0,31.5,2,27.0,55.8,1125.0,125,15,2016-01-02,2019-09-13,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,2.76,Centro,Cortes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,44.354093513213826,297.9,148.95
within an hour,40.44028,-3.6228800000000003,Loft,Entire home/apt,5,1.5,1.0,58.5,90.0,45.0,4,5.4,3.0,1125.0,104,28,2015-12-09,2019-08-05,90.0,9.0,9.0,9.0,9.0,9.0,9.0,0,moderate,2.26,San Blas,Simancas,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.861270251955894,261.45,87.15
within an hour,40.40748,-3.7101900000000003,Apartment,Entire home/apt,4,1.0,1.0,67.5,135.0,0.0,2,13.5,3.0,1125.0,64,22,2016-01-05,2019-09-17,92.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1.42,Centro,Embajadores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,44.38694839729769,249.75,124.88
within an hour,40.47043,-3.58278,Apartment,Entire home/apt,6,2.0,3.0,90.0,450.0,40.5,4,0.0,4.0,100.0,94,25,2016-06-21,2019-09-15,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,moderate,2.38,Barajas,Timon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,38.80161810304113,373.5,124.5
within an hour,40.42644,-3.70022,Apartment,Private room,2,2.0,1.0,40.5,90.0,18.0,1,13.5,2.0,1125.0,78,27,2015-12-09,2019-06-30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,1.69,Centro,Justicia,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,42.67849442493686,167.85,167.85
within an hour,40.398070000000004,-3.76919,Apartment,Entire home/apt,4,1.0,2.0,53.1,90.0,36.0,2,0.0,2.7,120.0,147,57,2015-12-30,2019-09-07,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,3.24,Latina,Campamento,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,44.25552886096224,232.47,116.23
within a few hours,40.38041,-3.7142199999999996,Apartment,Entire home/apt,5,1.0,4.0,46.8,0.0,0.0,1,0.0,2.0,1125.0,187,52,2015-12-09,2019-08-26,81.0,9.0,7.0,9.0,9.0,8.0,8.0,1,strict_14_with_grace_period,4.06,Usera,Zofio,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,44.551222817717,173.16,57.72
within an hour,40.4086,-3.71216,Apartment,Entire home/apt,2,1.0,1.0,85.5,90.0,31.5,1,0.0,2.4,1125.0,186,62,2015-12-11,2019-09-15,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,4.05,Centro,Palacio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,45.14261073122651,347.85,347.85
-unk-,40.42512,-3.6712800000000003,Apartment,Private room,1,1.0,1.0,19.8,0.0,0.0,1,0.0,1.0,1125.0,8,0,2015-12-08,2016-01-18,85.0,9.0,9.0,9.0,9.0,10.0,9.0,0,flexible,0.17,Salamanca,Goya,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3470502474383457,73.26,73.26
within a few hours,40.43744,-3.6246400000000003,Loft,Entire home/apt,4,1.5,2.0,54.0,180.0,45.0,2,8.1,2.0,1125.0,47,7,2015-12-01,2019-08-08,96.0,10.0,10.0,10.0,9.0,9.0,9.0,0,moderate,1.02,San Blas,Simancas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,44.222673976878376,244.8,122.4
within an hour,40.44084,-3.62494,Loft,Entire home/apt,3,1.0,1.0,58.5,90.0,45.0,2,5.4,3.0,180.0,56,12,2016-01-03,2019-08-24,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1,moderate,1.24,San Blas,Simancas,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,43.66414094745272,261.45,130.72
within a few hours,40.47012,-3.68615,Apartment,Entire home/apt,4,1.0,1.0,54.0,135.0,45.0,2,13.5,4.2,365.0,64,21,2016-01-16,2019-08-05,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1.43,Chamartin,Castilla,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,42.61278465676913,244.8,122.4
within an hour,40.40934,-3.6930300000000003,Apartment,Entire home/apt,4,1.0,1.0,67.5,0.0,18.0,2,27.0,32.0,120.0,35,2,2016-03-19,2019-07-15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0.82,Centro,Embajadores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,39.852974393724715,267.75,133.88
within a day,40.41466,-3.702,Apartment,Entire home/apt,5,2.0,2.0,108.0,0.0,27.0,2,9.0,2.6,1125.0,43,12,2015-12-03,2019-09-10,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0.93,Centro,Cortes,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,45.2411753834781,459.9,153.3
within an hour,40.41679,-3.71106,Apartment,Entire home/apt,2,1.0,1.0,44.1,0.0,36.0,1,0.0,1.0,1125.0,271,86,2015-12-14,2019-09-13,89.0,9.0,9.0,10.0,9.0,10.0,9.0,1,strict_14_with_grace_period,5.91,Centro,Palacio,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,44.9783363108072,199.17,199.17
within an hour,40.41048,-3.7392,Apartment,Entire home/apt,7,1.0,2.0,90.0,90.0,36.0,4,13.5,2.0,500.0,32,11,2015-12-08,2019-09-15,95.0,9.0,9.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,0.69,Latina,Puerta del Angel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,45.2411753834781,369.0,92.25
within an hour,40.425540000000005,-3.6981800000000002,Apartment,Entire home/apt,2,1.0,1.0,44.1,135.0,18.0,1,0.0,4.0,15.0,66,13,2016-02-21,2019-09-15,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1.51,Centro,Justicia,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.77705907718844,181.17,181.17
within an hour,40.39161,-3.66915,Apartment,Shared room,2,1.5,1.0,27.0,0.0,0.0,1,9.0,1.0,1125.0,4,1,2016-04-24,2018-10-21,95.0,10.0,9.0,10.0,10.0,8.0,10.0,0,flexible,0.1,Puente de Vallecas,San Diego,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.897944516314503,99.9,99.9
-unk-,40.42094,-3.67834,Apartment,Private room,1,1.0,1.0,17.1,135.0,9.0,1,0.0,1.0,30.0,16,0,2017-02-18,2018-05-13,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,0.51,Retiro,Ibiza,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.751842953654078,72.27,72.27
within an hour,40.42385,-3.70422,Apartment,Entire home/apt,4,1.0,2.0,81.0,225.0,36.0,2,18.0,2.9,90.0,189,65,2016-08-15,2019-08-28,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,5.01,Centro,Universidad,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,36.4032115649192,335.7,167.85
within an hour,40.407990000000005,-3.7002800000000002,Apartment,Private room,2,1.5,1.0,34.2,0.0,0.0,1,0.0,2.1,15.0,289,63,2015-12-09,2019-08-30,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,6.28,Centro,Embajadores,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,44.68264235405245,126.54,126.54
within an hour,40.41551,-3.70623,Apartment,Entire home/apt,3,1.0,0.0,81.0,225.0,0.0,2,18.0,1.0,1125.0,143,56,2015-12-09,2019-09-09,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,3.11,Centro,Sol,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,45.01119119489107,299.7,149.85
within an hour,40.42419,-3.71254,Apartment,Entire home/apt,4,1.0,1.0,45.0,135.0,27.0,2,13.5,2.0,1125.0,144,31,2015-12-08,2019-09-17,87.0,9.0,9.0,10.0,10.0,10.0,8.0,1,strict_14_with_grace_period,3.13,Moncloa,Arguelles,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,45.30688515164582,193.5,96.75
