host_response_time,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month,district,neighbourhood,has_wifi,has_essentials,has_kitchen,has_heating,has_washer,has_hangers,has_tv,has_hair_dryer,has_iron,has_shampoo,has_laptop_friendly_workspace,has_air_conditioning,has_hot_water,has_elevator,has_refrigerator,has_dishes_and_silverware,has_microwave,has_bed_linens,has_no_stairs_or_steps_to_enter,has_coffee_maker,has_cooking_basics,has_family/kid_friendly,has_long_term_stays_allowed,has_first_aid_kit,has_oven,has_stove,has_license,activity_months,income_med_occupation,price_med_occupation_per_accommodate
within an hour,39.46712,-0.3634,Apartment,Entire home/apt,4,1.0,2.0,66.6,270.0,54.0,2,18.0,3.1,1125.0,98,39,2016-03-23,2019-09-21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,2.28,L'EIXAMPLE,LA GRAN VIA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.95568697509189,300.42,150.21
within an hour,39.46125,-0.37455,Apartment,Entire home/apt,6,1.0,2.0,64.8,0.0,0.0,4,9.0,3.0,1125.0,125,37,2016-03-20,2019-09-13,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,2.91,L'EIXAMPLE,RUSSAFA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,41.79141255467258,239.76,79.92
-unk-,39.48441,-0.38645,Apartment,Entire home/apt,6,1.0,3.0,72.0,90.0,31.5,4,10.8,10.0,1124.0,65,0,2016-04-06,2018-09-16,88.0,9.0,9.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,1.53,CAMPANAR,LES TENDETES,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,29.33941148688885,297.9,99.3
within an hour,39.47514,-0.37699,Apartment,Private room,2,1.0,1.0,35.1,135.0,9.0,1,22.5,3.0,1125.0,16,10,2017-09-11,2019-09-22,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0.64,CIUTAT VELLA,EL MERCAT,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,24.34546910614181,138.87,138.87
within an hour,39.462790000000005,-0.38288,Apartment,Entire home/apt,5,1.0,1.0,85.5,0.0,45.0,2,9.0,3.0,1125.0,21,1,2016-03-30,2019-08-18,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0.49,EXTRAMURS,ARRANCAPINS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,40.60863672765355,394.65,131.55
within an hour,39.47267,-0.38297,Apartment,Entire home/apt,4,1.0,2.0,67.5,90.0,27.0,1,18.0,1.3,7.0,74,7,2016-03-20,2019-07-08,90.0,9.0,9.0,9.0,10.0,10.0,9.0,1,moderate,1.72,CIUTAT VELLA,EL PILAR,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,39.59013532105382,343.35,171.68
within a day,39.28097,-0.27838,Apartment,Entire home/apt,6,2.0,3.0,66.6,180.0,36.0,1,0.0,7.0,1125.0,3,1,2016-07-13,2019-07-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0.08,POBLATS DEL SUD,EL PERELLONET,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35.97609807182899,282.42,94.14
within an hour,39.48494,-0.37296,Loft,Entire home/apt,3,1.0,1.0,40.5,0.0,13.5,2,9.0,1.3,31.0,122,38,2016-03-14,2019-09-12,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0,moderate,2.82,LA SAIDIA,MORVEDRE,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,41.95568697509189,163.35,81.67
within an hour,39.46553,-0.33046,Loft,Entire home/apt,3,1.0,1.0,43.2,0.0,27.0,2,9.0,2.0,10.0,56,20,2016-03-23,2019-08-30,82.0,9.0,8.0,10.0,10.0,9.0,8.0,0,moderate,1.31,POBLATS MARITIMS,CABANYAL-CANYAMELAR,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,41.23287952524692,186.84,93.42
within a day,39.471470000000004,-0.32981,House,Entire home/apt,3,1.0,2.0,36.0,0.0,18.0,2,4.5,2.0,1125.0,26,10,2016-12-28,2019-08-28,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0.77,POBLATS MARITIMS,CABANYAL-CANYAMELAR,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,31.967802213597814,151.2,75.6
within an hour,39.4583,-0.37031,Apartment,Entire home/apt,5,2.0,3.0,53.1,0.0,0.0,2,13.5,2.0,1125.0,88,19,2016-03-27,2019-09-05,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,2.06,QUATRE CARRERES,EN CORTS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,41.29858929341465,246.42,82.14
within a day,39.47766,-0.37863,Apartment,Private room,2,1.0,1.0,31.5,90.0,0.0,3,0.0,4.0,1125.0,15,4,2016-03-20,2019-09-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0.35,CIUTAT VELLA,EL CARME,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,41.82426743875644,116.55,116.55
-unk-,39.4701,-0.34581999999999996,Apartment,Entire home/apt,5,2.0,4.0,112.5,225.0,45.0,1,0.0,3.0,1125.0,9,0,2016-04-25,2018-08-24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0.22,ALGIROS,CIUTAT JARDI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,27.95950635536664,461.25,153.75
within an hour,39.47238,-0.39675,Apartment,Private room,1,1.0,1.0,16.2,135.0,9.0,1,0.0,5.0,1125.0,9,3,2016-05-30,2019-07-30,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,0.22,L'OLIVERETA,NOU MOLES,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,37.980246000944575,68.94,68.94
within an hour,39.47911,-0.38108000000000003,Loft,Entire home/apt,3,1.0,1.0,67.5,180.0,27.0,2,0.0,2.0,1125.0,115,72,2016-05-17,2019-09-19,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0,moderate,2.8,CIUTAT VELLA,EL CARME,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,40.082958582311754,276.75,138.38
within an hour,39.45787,-0.39816,Apartment,Private room,2,2.0,3.0,22.5,0.0,0.0,1,0.0,1.0,1125.0,132,28,2016-03-28,2019-09-22,95.0,10.0,9.0,10.0,10.0,9.0,10.0,1,flexible,3.09,PATRAIX,SAFRANAR,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,41.82426743875644,83.25,83.25
within an hour,39.47085,-0.40068000000000004,Apartment,Entire home/apt,6,1.5,3.0,81.0,270.0,45.0,4,9.0,2.0,1125.0,8,6,2016-03-20,2019-06-09,80.0,9.0,7.0,9.0,10.0,9.0,8.0,0,moderate,0.19,L'OLIVERETA,NOU MOLES,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,38.63734368262182,344.7,114.9
within an hour,39.460640000000005,-0.38727,Apartment,Entire home/apt,6,2.0,3.0,54.0,180.0,45.0,2,13.5,2.0,20.0,99,23,2016-03-23,2019-09-20,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,2.31,JESUS,LA RAIOSA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,41.922832091008026,294.75,98.25
within an hour,39.490159999999996,-0.35691999999999996,Apartment,Private room,1,1.5,1.0,13.5,0.0,4.5,1,0.0,1.6,1125.0,61,4,2016-03-18,2019-08-27,97.0,10.0,9.0,10.0,10.0,9.0,10.0,1,moderate,1.42,BENIMACLET,CAMI DE VERA,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,41.29858929341465,54.45,54.45
within a few hours,39.49022,-0.40452,Apartment,Entire home/apt,4,3.0,2.0,63.0,90.0,27.0,1,0.0,3.0,1124.0,144,45,2016-03-21,2019-09-21,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,3.35,CAMPANAR,SANT PAU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,42.021396743259615,260.1,130.05
within an hour,39.47336,-0.38484,Apartment,Entire home/apt,2,1.0,1.0,47.7,90.0,18.0,2,0.0,4.9,1124.0,130,30,2016-03-23,2019-09-21,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,3.03,EXTRAMURS,EL BOTANIC,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,41.95568697509189,194.49,194.49
within an hour,39.479929999999996,-0.32728,Apartment,Entire home/apt,4,1.0,3.0,40.5,0.0,13.5,4,13.5,1.0,1125.0,113,34,2016-03-23,2019-09-14,83.0,9.0,8.0,9.0,9.0,9.0,9.0,1,moderate,2.63,POBLATS MARITIMS,LA MALVA-ROSA,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,41.725702786504854,163.35,81.67
within an hour,39.474000000000004,-0.39547,Apartment,Entire home/apt,2,1.5,1.0,51.3,90.0,27.0,2,0.0,5.0,366.0,92,16,2016-03-23,2019-09-13,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,moderate,2.14,L'OLIVERETA,NOU MOLES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,41.69284790242099,216.81,216.81
within an hour,39.48292,-0.37403000000000003,Loft,Entire home/apt,3,1.0,1.0,40.5,0.0,13.5,2,9.0,1.3,31.0,182,56,2016-03-13,2019-09-16,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0,moderate,4.21,LA SAIDIA,MORVEDRE,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,42.119961395511204,163.35,81.67
-unk-,39.461890000000004,-0.37951999999999997,Apartment,Private room,2,1.0,1.0,18.9,0.0,20.7,1,20.7,3.0,6.0,24,2,2016-03-23,2019-03-20,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,0.56,EXTRAMURS,ARRANCAPINS,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,35.877533419577404,90.63,90.63
within an hour,39.483340000000005,-0.37501,Apartment,Entire home/apt,4,1.0,2.0,44.1,135.0,27.0,3,13.5,3.0,60.0,107,43,2016-04-06,2019-09-29,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,2.52,LA SAIDIA,MORVEDRE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,41.758557670588715,190.17,95.08
within an hour,39.45824,-0.36688000000000004,Apartment,Entire home/apt,4,1.0,2.0,49.5,225.0,18.0,2,5.4,2.0,999.0,128,40,2016-03-20,2019-08-23,93.0,10.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,2.98,QUATRE CARRERES,MONT-OLIVET,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,41.10145998891148,201.15,100.58
within an hour,39.47749,-0.38143,Loft,Entire home/apt,2,1.0,1.0,53.1,135.0,31.5,1,0.0,2.1,1125.0,139,44,2016-03-20,2019-09-25,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,3.23,CIUTAT VELLA,EL CARME,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,42.185671163678926,227.97,227.97
-unk-,39.45872,-0.37228,Apartment,Entire home/apt,6,1.0,3.0,36.0,270.0,27.0,4,6.3,2.0,1125.0,22,0,2016-03-20,2017-01-02,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0,moderate,0.51,L'EIXAMPLE,RUSSAFA,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9.462206616152283,160.2,53.4
within an hour,39.46007,-0.37014,Apartment,Entire home/apt,4,1.0,2.0,61.2,270.0,40.5,4,0.0,2.0,30.0,82,15,2016-03-20,2019-09-24,92.0,9.0,9.0,10.0,10.0,9.0,9.0,1,moderate,1.91,L'EIXAMPLE,RUSSAFA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,42.152816279595065,266.94,133.47
within an hour,39.46107,-0.33712,Apartment,Entire home/apt,4,1.0,2.0,40.5,90.0,27.0,4,9.0,3.0,60.0,148,36,2016-03-18,2019-09-28,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,3.44,POBLATS MARITIMS,EL GRAU,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,42.349945584098236,176.85,88.42
within an hour,39.464220000000005,-0.33566,Apartment,Entire home/apt,4,1.0,2.0,67.5,180.0,18.0,1,0.0,4.0,30.0,22,6,2016-04-28,2019-08-23,80.0,9.0,9.0,9.0,9.0,9.0,8.0,0,strict_14_with_grace_period,0.53,POBLATS MARITIMS,CABANYAL-CANYAMELAR,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,39.820119509640854,267.75,133.88
within an hour,39.46255,-0.375,Apartment,Entire home/apt,5,1.0,2.0,72.0,270.0,0.0,2,13.5,3.9,120.0,249,50,2016-03-23,2019-09-15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,5.8,L'EIXAMPLE,RUSSAFA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,41.758557670588715,316.35,105.45
within a few hours,39.477,-0.32715,Condominium,Entire home/apt,6,1.0,2.0,67.5,90.0,27.0,1,0.0,2.0,1125.0,5,1,2016-08-21,2019-06-15,84.0,8.0,8.0,9.0,9.0,9.0,8.0,0,strict_14_with_grace_period,0.13,POBLATS MARITIMS,LA MALVA-ROSA,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.77482083821023,276.75,92.25
within a few hours,39.47603,-0.38418,Apartment,Private room,1,1.0,1.0,28.8,90.0,0.0,1,12.6,1.0,1125.0,19,14,2016-03-21,2019-09-17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0.44,EXTRAMURS,EL BOTANIC,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,41.889977206924165,106.56,106.56
within an hour,39.49262,-0.35815,Apartment,Entire home/apt,4,1.0,2.0,49.5,0.0,18.0,1,0.0,3.0,30.0,10,4,2016-08-22,2019-08-19,90.0,10.0,9.0,10.0,9.0,9.0,9.0,0,moderate,0.26,BENIMACLET,CAMI DE VERA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,35.877533419577404,201.15,100.58
within a day,39.464620000000004,-0.34051,Loft,Entire home/apt,3,1.0,1.0,36.0,0.0,18.0,2,13.5,2.0,1125.0,70,12,2016-04-12,2019-06-14,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1,moderate,1.66,CAMINS AL GRAU,AIORA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,38.045955769112304,151.2,75.6
within an hour,39.47027,-0.37751999999999997,Apartment,Entire home/apt,10,1.5,5.0,135.0,270.0,81.0,5,22.5,2.5,365.0,12,6,2016-06-19,2019-08-25,90.0,9.0,10.0,10.0,9.0,9.0,9.0,0,strict_14_with_grace_period,0.3,CIUTAT VELLA,SANT FRANCESC,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.177375305447754,580.5,116.1
within an hour,39.46076,-0.33771,Apartment,Entire home/apt,4,1.0,2.0,52.2,0.0,0.0,3,18.0,2.0,15.0,288,60,2016-03-20,2019-09-14,93.0,9.0,9.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,6.7,POBLATS MARITIMS,EL GRAU,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,41.82426743875644,193.14,96.57
within an hour,39.47511,-0.3821,Apartment,Entire home/apt,6,1.0,2.0,81.0,135.0,40.5,2,13.5,2.0,60.0,72,0,2016-03-20,2018-09-10,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0,moderate,1.67,CIUTAT VELLA,EL PILAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,29.70081521181133,390.15,130.05
within an hour,39.45557,-0.37374,Apartment,Private room,2,2.0,1.0,25.2,0.0,10.8,1,10.8,2.0,14.0,50,13,2016-03-20,2019-09-08,89.0,9.0,9.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,1.16,QUATRE CARRERES,EN CORTS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,41.62713813425327,104.04,104.04
within an hour,39.4626,-0.39897,Apartment,Private room,1,2.0,1.0,10.8,0.0,0.0,1,10.8,1.0,1125.0,216,61,2016-03-31,2019-09-12,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,flexible,5.06,PATRAIX,VARA DE QUART,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,41.39715394566623,39.96,39.96
within an hour,39.48284,-0.32691,Apartment,Entire home/apt,6,1.0,3.0,34.2,180.0,22.5,4,13.5,1.3,1125.0,58,10,2016-04-28,2019-08-13,92.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,1.39,POBLATS MARITIMS,LA MALVA-ROSA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,39.49157066880223,149.04,49.68
within an hour,39.28065,-0.27892,Apartment,Entire home/apt,4,1.0,2.0,27.0,180.0,22.5,2,18.0,2.0,1125.0,32,12,2016-03-20,2019-09-02,87.0,9.0,9.0,9.0,9.0,9.0,8.0,1,flexible,0.74,POBLATS DEL SUD,EL PERELLONET,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,41.4300088297501,122.4,61.2
within an hour,39.49765,-0.41625,Apartment,Entire home/apt,6,2.0,3.0,54.0,0.0,0.0,1,0.0,1.0,1125.0,149,63,2017-10-08,2019-09-08,91.0,9.0,9.0,9.0,9.0,8.0,9.0,1,moderate,6.17,POBLATS DE L'OEST,BENIMAMET,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,22.998418858703463,199.8,66.6
within an hour,39.46197,-0.40971,Apartment,Private room,2,2.0,1.0,22.5,0.0,0.0,1,0.0,1.0,1125.0,122,37,2016-04-07,2019-09-22,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,flexible,2.88,PATRAIX,VARA DE QUART,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,41.49571859791782,83.25,83.25
within a few hours,39.473279999999995,-0.32813000000000003,Apartment,Private room,2,2.0,1.0,13.5,0.0,22.5,1,7.2,2.0,30.0,70,7,2016-03-20,2019-09-08,91.0,9.0,9.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,1.63,POBLATS MARITIMS,CABANYAL-CANYAMELAR,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,41.62713813425327,72.45,72.45
within an hour,39.46472,-0.32632,Apartment,Entire home/apt,5,1.0,3.0,49.5,0.0,22.5,4,19.8,2.0,90.0,118,19,2016-03-23,2019-06-21,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,2.75,POBLATS MARITIMS,CABANYAL-CANYAMELAR,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,38.93303763937658,205.65,68.55
within an hour,39.47461,-0.35362,Apartment,Private room,1,2.0,1.0,18.0,0.0,0.0,1,0.0,2.0,1125.0,43,11,2016-06-23,2019-09-09,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1.08,EL PLA DEL REAL,MESTALLA,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,38.538779030370236,66.6,66.6
within an hour,39.46001,-0.37201999999999996,Apartment,Entire home/apt,6,1.0,2.0,72.0,0.0,27.0,4,9.0,2.0,1125.0,85,18,2016-03-28,2019-09-21,92.0,9.0,9.0,10.0,9.0,10.0,9.0,1,moderate,1.99,L'EIXAMPLE,RUSSAFA,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,41.79141255467258,293.4,97.8
within a few hours,39.47248,-0.32899,Apartment,Private room,2,2.0,1.0,13.5,0.0,22.5,1,9.0,2.0,30.0,53,3,2016-03-25,2018-11-07,94.0,9.0,9.0,9.0,10.0,9.0,9.0,0,strict_14_with_grace_period,1.24,POBLATS MARITIMS,CABANYAL-CANYAMELAR,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,31.44212406825602,72.45,72.45
within a few hours,39.46136,-0.37201999999999996,Apartment,Entire home/apt,2,1.0,1.0,40.5,180.0,22.5,1,9.0,1.0,1125.0,66,6,2016-03-21,2019-08-31,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1,moderate,1.54,L'EIXAMPLE,RUSSAFA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,41.33144417749851,172.35,172.35
within an hour,39.479859999999995,-0.40279,Apartment,Entire home/apt,4,2.0,2.0,54.0,270.0,27.0,2,9.0,2.0,1125.0,103,36,2016-03-23,2019-09-22,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict_14_with_grace_period,2.4,CAMPANAR,SANT PAU,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,41.988541859175754,226.8,113.4
within an hour,39.46495,-0.37917,Apartment,Entire home/apt,4,1.0,2.0,63.0,0.0,45.0,4,0.0,2.0,1125.0,146,52,2016-03-21,2019-09-13,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,3.4,EXTRAMURS,LA ROQUETA,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41.758557670588715,278.1,139.05
within an hour,39.4654,-0.37932,Apartment,Entire home/apt,4,1.0,2.0,63.0,0.0,45.0,4,0.0,2.0,1125.0,139,50,2016-03-21,2019-09-15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,3.24,EXTRAMURS,LA ROQUETA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,41.82426743875644,278.1,139.05
within an hour,39.47777,-0.37686,Apartment,Entire home/apt,4,1.0,2.0,55.8,90.0,40.5,3,10.8,2.3,112.0,58,27,2016-03-28,2019-09-15,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,1.36,CIUTAT VELLA,EL CARME,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,41.59428325016941,246.96,123.48
within an hour,39.472770000000004,-0.33878,Apartment,Private room,2,1.0,1.0,27.9,0.0,0.0,1,25.2,2.0,30.0,18,5,2018-01-22,2019-09-18,98.0,10.0,9.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,0.88,ALGIROS,LA CARRASCA,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,19.844349986652702,103.23,103.23
within an hour,39.47378,-0.38411999999999996,Apartment,Entire home/apt,3,1.0,1.0,39.6,135.0,27.0,2,18.0,30.0,9999.0,6,0,2016-06-30,2016-08-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0.15,EXTRAMURS,EL BOTANIC,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.8398735086962772,173.52,86.76
within an hour,39.42216,-0.36318,Apartment,Private room,3,1.0,1.0,13.5,0.0,0.0,1,4.5,2.0,1001.0,64,20,2016-03-23,2019-09-26,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0,flexible,1.49,POBLATS DEL SUD,CASTELLAR-L'OLIVERAL,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,42.119961395511204,66.6,33.3
within an hour,39.48141,-0.32778,Apartment,Private room,2,1.0,1.0,18.0,0.0,0.0,1,7.2,1.0,1125.0,74,24,2016-05-29,2019-09-19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,1.82,POBLATS MARITIMS,LA MALVA-ROSA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,39.688699973305404,66.6,66.6
within an hour,39.46143,-0.37248000000000003,Apartment,Entire home/apt,4,2.0,2.0,70.2,0.0,18.0,1,0.0,2.0,90.0,135,35,2016-05-01,2019-09-27,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1,moderate,3.25,L'EIXAMPLE,RUSSAFA,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,40.87147580032444,277.74,138.87
within an hour,39.46524,-0.32635,Apartment,Entire home/apt,8,2.0,3.0,85.5,85.5,35.1,2,14.4,2.0,1125.0,6,1,2016-06-20,2019-07-14,77.0,9.0,8.0,10.0,9.0,10.0,8.0,0,strict_14_with_grace_period,0.15,POBLATS MARITIMS,CABANYAL-CANYAMELAR,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,36.76461528984168,458.01,114.5
