host_response_time,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month,district,neighbourhood,has_wifi,has_essentials,has_kitchen,has_heating,has_washer,has_hangers,has_tv,has_hair_dryer,has_iron,has_shampoo,has_laptop_friendly_workspace,has_air_conditioning,has_hot_water,has_elevator,has_refrigerator,has_dishes_and_silverware,has_microwave,has_bed_linens,has_no_stairs_or_steps_to_enter,has_coffee_maker,has_cooking_basics,has_family/kid_friendly,has_long_term_stays_allowed,has_first_aid_kit,has_oven,has_stove,has_license,activity_months,income_med_occupation,price_med_occupation_per_accommodate
within an hour,36.71662,-4.410819999999999,Apartment,Entire home/apt,6,2.0,3.0,162.0,0.0,36.0,6,22.5,2.1,1125.0,115,24,2016-03-16,2019-09-24,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,2.67,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,42.284235815930515,522.0,174.0
within a day,36.66538,-4.45964,Apartment,Entire home/apt,6,2.0,3.0,72.0,162.0,54.0,7,22.5,2.0,1125.0,22,5,2016-06-18,2019-08-04,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,0.55,nan,CHURRIANA,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,37.52027762377051,270.0,90.0
-unk-,36.70104,-4.437069999999999,House,Entire home/apt,4,1.0,3.0,52.2,135.0,27.0,4,19.8,2.0,1125.0,40,3,2016-03-21,2019-08-20,94.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,0.93,nan,CARRETERA DE CADIZ,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,40.97004045257603,183.6,91.8
within an hour,36.72251,-4.42293,Apartment,Entire home/apt,2,1.0,1.0,45.0,90.0,18.0,2,0.0,2.0,1125.0,63,12,2016-03-28,2019-08-25,87.0,9.0,9.0,10.0,10.0,9.0,9.0,0,flexible,1.47,nan,CENTRO,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,40.9043306844083,153.0,153.0
within an hour,36.72412,-4.42812,Apartment,Entire home/apt,3,1.0,2.0,36.0,0.0,36.0,1,0.0,2.2,20.0,13,13,2019-04-19,2019-08-30,85.0,9.0,9.0,10.0,10.0,9.0,8.0,1,strict_14_with_grace_period,2.36,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,4.3696995831536585,144.0,72.0
within a few hours,36.71866,-4.41324,Condominium,Entire home/apt,4,1.0,1.0,80.1,180.0,18.0,2,18.0,1.0,99.0,17,0,2016-07-11,2018-03-09,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0.43,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,19.910059754820427,258.3,129.15
within an hour,36.718759999999996,-4.35942,Apartment,Entire home/apt,7,2.0,3.0,89.1,135.0,36.0,2,4.5,4.0,1125.0,68,18,2016-04-30,2019-09-04,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,1.63,nan,ESTE,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,40.148668350479475,330.3,82.58
within an hour,36.72347,-4.44955,Apartment,Private room,2,1.0,1.0,49.5,0.0,0.0,1,0.0,1.0,1125.0,134,27,2016-03-09,2019-08-23,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,3.09,nan,BAILEN-MIRAFLORES,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,41.46286371383396,148.5,148.5
within an hour,36.72206,-4.449319999999999,Apartment,Private room,2,1.0,1.0,49.5,0.0,0.0,1,0.0,1.0,1125.0,92,8,2016-03-30,2019-08-03,96.0,10.0,10.0,9.0,10.0,9.0,9.0,1,moderate,2.16,nan,CRUZ DE HUMILLADERO,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,40.115813466395615,148.5,148.5
within an hour,36.69455,-4.45563,Apartment,Entire home/apt,6,1.0,1.0,33.3,0.0,10.8,4,7.2,1.0,1125.0,342,82,2016-03-24,2019-09-22,89.0,9.0,10.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,7.98,nan,CARRETERA DE CADIZ,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,41.95568697509189,110.7,36.9
within a day,36.71869,-4.35651,House,Entire home/apt,5,1.0,2.0,45.0,135.0,27.0,2,13.5,4.0,1125.0,27,3,2016-03-13,2019-07-06,95.0,9.0,10.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,0.62,nan,ESTE,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,39.75440974147313,202.5,67.5
within an hour,36.72152,-4.380319999999999,Apartment,Entire home/apt,4,1.0,0.0,45.0,180.0,27.0,2,13.5,2.5,1125.0,21,2,2016-07-18,2019-09-06,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,0.54,nan,ESTE,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,37.61884227602209,162.0,81.0
within an hour,36.72057,-4.35995,Apartment,Entire home/apt,4,1.0,1.0,40.5,0.0,18.0,2,4.5,2.0,1125.0,63,20,2016-03-25,2019-09-15,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,moderate,1.47,nan,ESTE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.69284790242099,139.5,69.75
within an hour,36.725840000000005,-4.41256,Apartment,Entire home/apt,8,2.0,3.0,72.0,135.0,18.0,1,0.0,2.1,999.0,16,5,2016-05-04,2019-08-09,84.0,10.0,8.0,9.0,10.0,10.0,9.0,1,strict_14_with_grace_period,0.39,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39.16302182796361,234.0,58.5
within an hour,36.7256,-4.41726,Apartment,Entire home/apt,8,1.0,3.0,72.0,90.0,18.0,1,0.0,1.0,1125.0,84,11,2016-04-11,2019-08-05,94.0,10.0,10.0,9.0,10.0,10.0,9.0,1,moderate,1.99,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,39.78726462555699,234.0,58.5
within an hour,36.71785,-4.438680000000001,Apartment,Entire home/apt,6,2.0,3.0,112.5,135.0,31.5,4,22.5,2.6,1125.0,58,17,2016-04-18,2019-09-27,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,1.38,nan,CRUZ DE HUMILLADERO,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,41.29858929341465,369.0,123.0
within a day,36.71725,-4.4644900000000005,Apartment,Entire home/apt,6,2.0,3.0,72.0,0.0,0.0,4,4.5,3.0,1125.0,17,5,2016-07-16,2019-08-10,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,0.44,nan,TEATINOS-UNIVERSIDAD,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,36.79747017392554,216.0,72.0
within an hour,36.71678,-4.41038,Apartment,Entire home/apt,4,1.0,1.0,45.0,180.0,31.5,1,0.0,3.0,1125.0,40,15,2017-06-24,2019-08-11,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1.45,nan,CENTRO,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,25.561099817244706,166.5,83.25
-unk-,36.72611,-4.43038,Loft,Entire home/apt,2,1.0,1.0,35.1,0.0,27.0,1,27.0,8.5,1125.0,121,16,2016-06-06,2019-08-12,92.0,10.0,10.0,10.0,10.0,9.0,9.0,0,moderate,3.0,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,38.177375305447754,132.3,132.3
within an hour,36.7284,-4.41487,Apartment,Entire home/apt,3,1.0,2.0,45.0,0.0,0.0,1,0.0,2.0,1125.0,59,19,2016-03-26,2019-09-15,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,1.38,nan,CENTRO,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,41.65999301833713,135.0,67.5
within a few hours,36.72136,-4.41708,Apartment,Entire home/apt,4,2.0,3.0,63.0,0.0,0.0,1,0.0,5.3,1125.0,56,12,2016-04-10,2019-09-23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1.32,nan,CENTRO,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,41.4300088297501,189.0,94.5
within an hour,36.70952,-4.44172,Apartment,Entire home/apt,4,1.0,3.0,54.0,90.0,9.0,4,9.0,2.0,1125.0,115,5,2016-05-01,2019-08-31,92.0,10.0,9.0,10.0,10.0,9.0,9.0,0,moderate,2.76,nan,CRUZ DE HUMILLADERO,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,39.984393930060165,171.0,85.5
within an hour,36.72515,-4.37429,House,Entire home/apt,6,2.0,3.0,148.5,180.0,40.5,6,24.3,3.0,15.0,25,11,2016-04-25,2019-09-29,98.0,10.0,9.0,9.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0.6,nan,ESTE,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,41.13431487299534,486.0,162.0
within an hour,36.72254,-4.43055,Apartment,Entire home/apt,2,1.0,1.0,31.5,90.0,18.0,1,0.0,2.0,1125.0,60,16,2016-03-26,2019-09-29,89.0,9.0,9.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,1.4,nan,CENTRO,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,42.119961395511204,112.5,112.5
within an hour,36.72249,-4.422619999999999,Apartment,Entire home/apt,2,1.0,1.0,49.5,135.0,18.0,2,13.5,2.0,1125.0,112,40,2016-05-04,2019-09-12,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1,flexible,2.7,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,40.280087886814925,166.5,166.5
within an hour,36.7211,-4.42098,Apartment,Entire home/apt,8,1.0,4.0,67.5,180.0,27.0,4,18.0,3.0,1125.0,141,36,2016-03-30,2019-09-27,89.0,9.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,3.3,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,41.922832091008026,229.5,57.38
within a few hours,36.72415,-4.4206900000000005,Apartment,Entire home/apt,4,1.0,2.0,54.0,0.0,22.5,2,9.0,2.0,1125.0,58,13,2016-03-23,2019-08-18,86.0,9.0,8.0,9.0,9.0,10.0,9.0,1,strict_14_with_grace_period,1.35,nan,CENTRO,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,40.83862091624058,184.5,92.25
within an hour,36.72025,-4.4285,Apartment,Entire home/apt,4,1.0,1.0,80.1,0.0,22.5,5,0.0,2.5,1125.0,210,43,2016-03-23,2019-09-23,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1,moderate,4.9,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,42.021396743259615,262.8,131.4
within an hour,36.71877,-4.42129,Apartment,Entire home/apt,16,2.0,4.0,125.1,180.0,36.0,5,31.5,1.0,222.0,14,1,2016-03-28,2019-09-16,96.0,9.0,10.0,9.0,9.0,10.0,9.0,0,strict_14_with_grace_period,0.33,nan,CENTRO,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,41.62713813425327,694.8,86.85
within an hour,36.7224,-4.42922,Loft,Entire home/apt,2,1.0,0.0,45.0,0.0,18.0,1,0.0,2.0,365.0,2,0,2016-08-16,2018-03-17,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0.05,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,18.990123000472288,153.0,153.0
within an hour,36.726040000000005,-4.42327,Apartment,Entire home/apt,5,1.0,2.0,49.5,135.0,27.0,3,13.5,2.0,1125.0,99,30,2016-03-27,2019-09-13,91.0,9.0,9.0,10.0,9.0,9.0,9.0,1,moderate,2.31,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,41.56142836608554,175.5,58.5
within an hour,36.72345,-4.41907,Apartment,Entire home/apt,10,1.0,4.0,54.0,135.0,27.0,4,18.0,1.3,1125.0,130,41,2016-03-27,2019-09-29,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0,moderate,3.04,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,42.087106511427336,243.0,48.6
within an hour,36.72118,-4.429069999999999,Loft,Entire home/apt,2,1.0,0.0,45.0,0.0,18.0,1,0.0,2.0,365.0,10,2,2016-06-19,2019-09-15,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,0.25,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,38.86732787120886,153.0,153.0
within an hour,36.72278,-4.425730000000001,Loft,Entire home/apt,3,1.0,1.0,76.5,0.0,27.0,2,36.0,1.0,365.0,22,8,2017-04-28,2019-08-07,94.0,10.0,10.0,9.0,10.0,10.0,9.0,0,moderate,0.74,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,27.3024086736894,256.5,128.25
within an hour,36.72296,-4.42481,Loft,Entire home/apt,2,1.0,0.0,67.5,0.0,18.0,1,0.0,2.0,365.0,7,1,2016-07-01,2019-02-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0.18,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,31.310704531920575,220.5,220.5
within an hour,36.721959999999996,-4.360469999999999,Apartment,Entire home/apt,5,1.0,3.0,62.1,90.0,40.5,4,13.5,2.0,1125.0,52,8,2016-03-30,2019-09-21,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1,moderate,1.22,nan,ESTE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,41.725702786504854,226.8,75.6
within an hour,36.72452,-4.42212,Apartment,Entire home/apt,6,2.0,2.0,63.0,135.0,31.5,2,22.5,2.4,1125.0,62,7,2016-04-01,2019-09-05,91.0,9.0,9.0,10.0,9.0,9.0,9.0,1,moderate,1.46,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,41.13431487299534,288.0,96.0
within an hour,36.716879999999996,-4.34596,House,Entire home/apt,6,2.5,3.0,225.0,225.0,99.0,6,27.0,2.0,1125.0,76,27,2016-03-28,2019-09-08,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1.78,nan,ESTE,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,41.36429906158237,774.0,258.0
within a few hours,36.70525,-4.43649,Apartment,Private room,3,1.0,1.0,67.5,135.0,18.0,3,13.5,3.0,31.0,13,1,2016-03-28,2019-08-07,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0.3,nan,CARRETERA DE CADIZ,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,40.312942770898786,220.5,110.25
within a few hours,36.69958,-4.44079,Apartment,Entire home/apt,6,1.0,3.0,36.0,180.0,22.5,4,9.0,2.0,1125.0,34,8,2016-03-28,2019-09-21,80.0,9.0,8.0,9.0,10.0,8.0,8.0,0,moderate,0.8,nan,CARRETERA DE CADIZ,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41.79141255467258,130.5,43.5
within an hour,36.72487,-4.42707,Apartment,Entire home/apt,4,1.0,1.0,47.7,85.5,13.5,2,4.5,2.0,20.0,155,15,2016-03-25,2019-09-26,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,3.62,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,42.054251627343476,156.6,78.3
within a few hours,36.721090000000004,-4.42171,Apartment,Entire home/apt,4,2.0,2.0,96.3,90.0,22.5,2,18.0,2.7,1125.0,19,1,2016-04-14,2019-06-18,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,0.45,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,38.111665537280025,311.4,155.7
within an hour,36.71934,-4.471480000000001,Apartment,Entire home/apt,4,2.0,3.0,27.0,90.0,0.0,1,0.0,4.0,30.0,23,4,2016-07-11,2019-09-07,90.0,10.0,9.0,9.0,9.0,9.0,9.0,1,flexible,0.59,nan,TEATINOS-UNIVERSIDAD,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,37.88168134869299,81.0,40.5
within an hour,36.71946,-4.46969,Apartment,Entire home/apt,4,2.0,3.0,27.0,90.0,0.0,1,0.0,4.0,30.0,23,7,2016-07-21,2019-09-12,92.0,9.0,9.0,10.0,10.0,9.0,9.0,1,flexible,0.59,nan,TEATINOS-UNIVERSIDAD,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,37.71740692827368,81.0,40.5
within an hour,36.72079,-4.46645,Apartment,Entire home/apt,4,2.0,3.0,27.0,90.0,0.0,1,0.0,5.0,30.0,21,5,2016-08-14,2019-08-28,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1,flexible,0.55,nan,TEATINOS-UNIVERSIDAD,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,36.43606644900306,81.0,40.5
within an hour,36.72,-4.42191,Apartment,Entire home/apt,4,1.0,2.0,198.0,90.0,0.0,3,0.0,2.0,150.0,105,31,2016-05-16,2019-09-22,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,2.55,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,40.2143781186472,594.0,297.0
within a day,36.73324,-4.41654,Apartment,Entire home/apt,4,1.0,2.0,40.5,0.0,27.0,2,18.0,10.0,30.0,29,16,2016-07-09,2019-09-15,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,0.74,nan,CENTRO,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38.210230189531615,148.5,74.25
within an hour,36.71985,-4.47147,Apartment,Entire home/apt,5,2.0,4.0,36.0,0.0,0.0,4,0.0,4.0,30.0,16,4,2016-08-09,2019-08-28,96.0,10.0,9.0,10.0,10.0,9.0,9.0,1,flexible,0.42,nan,TEATINOS-UNIVERSIDAD,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,36.60034086942237,108.0,36.0
within an hour,36.72159,-4.42505,Apartment,Entire home/apt,2,1.5,1.0,58.5,135.0,36.0,1,0.0,6.6,45.0,109,36,2016-04-18,2019-09-27,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,2.59,nan,CENTRO,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,41.29858929341465,211.5,211.5
within an hour,36.72124,-4.42556,Loft,Entire home/apt,2,1.0,0.0,64.8,0.0,18.0,1,0.0,1.0,36.0,32,9,2016-05-19,2019-09-26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0.78,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,40.247233002731065,212.4,212.4
within an hour,36.72339,-4.4242300000000006,Loft,Entire home/apt,2,1.0,0.0,63.0,0.0,18.0,1,0.0,1.0,365.0,5,2,2016-08-17,2019-07-06,96.0,10.0,10.0,10.0,10.0,10.0,8.0,1,moderate,0.13,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,34.596192940306786,207.0,207.0
within an hour,36.7214,-4.424980000000001,Loft,Entire home/apt,2,1.0,0.0,49.5,0.0,18.0,1,0.0,2.0,365.0,8,2,2016-06-12,2019-09-15,90.0,10.0,10.0,9.0,10.0,9.0,10.0,1,moderate,0.2,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,39.09731205979589,166.5,166.5
within an hour,36.71488,-4.42288,Apartment,Entire home/apt,8,2.0,3.0,108.0,90.0,0.0,6,13.5,4.1,60.0,29,11,2016-07-28,2019-08-10,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,0.75,nan,CENTRO,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,36.4032115649192,324.0,81.0
within a day,36.71994,-4.36677,Condominium,Entire home/apt,4,1.0,2.0,99.0,225.0,40.5,2,27.0,4.0,1125.0,21,5,2016-06-02,2019-08-11,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,0.52,nan,ESTE,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,38.275939957699336,337.5,168.75
within an hour,36.70524,-4.43463,Apartment,Entire home/apt,4,2.0,2.0,58.5,0.0,36.0,2,9.0,4.0,365.0,94,28,2016-04-08,2019-09-08,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,2.22,nan,CARRETERA DE CADIZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.00289533665989,211.5,105.75
within a few hours,36.735459999999996,-4.4231300000000005,Apartment,Private room,2,1.0,1.0,16.2,0.0,0.0,1,0.0,1.0,14.0,173,98,2016-08-15,2019-09-28,96.0,10.0,9.0,10.0,10.0,9.0,10.0,0,flexible,4.54,nan,CENTRO,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.42171297151892,48.6,48.6
within an hour,36.72616,-4.46413,Apartment,Entire home/apt,4,2.0,2.0,35.1,180.0,0.0,2,8.1,4.0,300.0,28,11,2016-04-30,2019-09-14,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0.67,nan,TEATINOS-UNIVERSIDAD,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,40.4772171913181,105.3,52.65
within an hour,36.72056,-4.420380000000001,Apartment,Entire home/apt,4,2.0,2.0,177.3,180.0,0.0,2,27.0,2.0,999.0,40,23,2016-07-12,2019-09-27,99.0,10.0,10.0,9.0,10.0,10.0,10.0,1,moderate,1.02,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,38.50592414628637,531.9,265.95
within a few hours,36.72599,-4.41919,Apartment,Entire home/apt,4,1.0,1.0,53.1,0.0,36.0,2,18.0,2.0,1125.0,9,0,2016-04-17,2016-08-09,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0.21,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3.7454567855602785,195.3,97.65
within a day,36.71905,-4.34825,Apartment,Entire home/apt,6,1.0,3.0,72.0,135.0,36.0,3,0.0,2.0,1124.0,15,5,2016-04-22,2019-09-30,92.0,10.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,0.36,nan,ESTE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,41.26573440933079,252.0,84.0
within an hour,36.71092,-4.42885,Apartment,Entire home/apt,4,1.0,1.0,54.0,90.0,18.0,1,0.0,2.1,999.0,13,2,2016-04-18,2019-05-16,89.0,9.0,10.0,8.0,8.0,8.0,8.0,1,strict_14_with_grace_period,0.31,nan,CENTRO,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,36.89603482617713,180.0,90.0
within a few hours,36.72453,-4.42033,Apartment,Entire home/apt,5,1.0,2.0,49.5,0.0,0.0,2,13.5,2.0,90.0,111,35,2016-04-17,2019-09-26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,2.64,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.29858929341465,189.0,63.0
within an hour,36.71855,-4.42442,Apartment,Entire home/apt,2,1.0,1.0,58.5,135.0,22.5,2,0.0,1.0,15.0,83,25,2016-04-24,2019-09-14,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,1.98,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,40.67434649582127,198.0,198.0
within a few hours,36.7252,-4.42508,Apartment,Entire home/apt,4,1.0,2.0,81.0,0.0,76.5,1,0.0,3.0,15.0,81,41,2017-04-03,2019-09-21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,2.67,nan,CENTRO,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29.602250559559746,319.5,159.75
within an hour,36.723459999999996,-4.42183,Apartment,Entire home/apt,8,1.5,2.0,77.4,135.0,18.0,6,13.5,2.3,333.0,169,46,2016-04-17,2019-09-10,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,4.02,nan,CENTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,40.77291114807286,250.2,62.55
